omega = 2.75 	 gamma = 0.11 	 theta_0 = 0.6
time 	 angle
0.0 	 0.6
0.1 	 0.57
0.2 	 0.5
0.3 	 0.39
0.4 	 0.26
ERR 	 ERR
0.6 	 -0.04
0.7 	 -0.19
ERR 	 -0.32
0.9 	 -0.43
1.0 	 -0.5
1.1 	 -0.53
1.2 	 -0.52
1.3 	 -0.47
1.4 	 -0.39
1.5 	 ERR
1.6 	 -0.15
1.7 	 -0.02
1.8 	 0.12
1.9 	 0.24
2.0 	 0.34
2.1 	 0.42
2.2 	 0.46
2.3 	 0.47
2.4 	 0.44
2.5 	 0.38
2.6 	 0.29
2.7 	 0.19
2.8 	 0.07
2.9 	 -0.05
3.0 	 -0.17
3.1 	 ERR
3.2 	 -0.34
3.3 	 -0.39
ERR 	 -0.41
3.5 	 ERR
3.6 	 -0.36
3.7 	 -0.29
3.8 	 -0.2
3.9 	 -0.1
4.0 	 0.0
4.1 	 0.11
4.2 	 0.2
4.3 	 0.28
4.4 	 0.33
4.5 	 0.36
4.6 	 0.36
4.7 	 ERR
4.8 	 0.29
4.9 	 0.22
5.0 	 ERR
5.1 	 0.04
5.2 	 -0.05
5.3 	 ERR
5.4 	 -0.22
ERR 	 -0.27
ERR 	 -0.31
ERR 	 -0.32
5.8 	 -0.31
5.9 	 -0.27
6.0 	 -0.22
6.1 	 -0.15
6.2 	 ERR
6.3 	 0.01
6.4 	 0.09
6.5 	 0.16
6.6 	 0.22
ERR 	 0.26
6.8 	 0.28
6.9 	 0.28
7.0 	 0.26
7.1 	 0.21
7.2 	 ERR
7.3 	 0.09
7.4 	 0.02
7.5 	 -0.05
ERR 	 -0.12
7.7 	 -0.18
7.8 	 -0.22
7.9 	 -0.24
8.0 	 -0.25
8.1 	 -0.24
8.2 	 -0.21
8.3 	 -0.16
8.4 	 ERR
ERR 	 -0.04
8.6 	 0.02
8.7 	 0.08
8.8 	 0.14
8.9 	 0.18
9.0 	 0.21
9.1 	 0.22
9.2 	 0.22
9.3 	 0.19
ERR 	 0.16
9.5 	 0.12
9.6 	 0.06
9.7 	 ERR
9.8 	 -0.05
9.9 	 -0.1
10.0 	 -0.14
